user_id,employee_name,login_count,usb_events,email_count,attachment_count,file_access_count,website_count,O,C,E,A,N,after_hours_login
MGS0974,Mari Gretchen Shaw,7,8.0,11.0,3.0,3.0,0.0,17.0,39.0,39.0,40.0,27.0,3.0
MHA0798,Montana Hannah Arnold,7,0.0,9.0,0.0,0.0,0.0,11.0,27.0,17.0,22.0,40.0,0.0
MHG0244,Matthew Harper Glass,8,0.0,10.0,0.0,0.0,2.0,42.0,46.0,21.0,15.0,22.0,1.0
MHG0733,Maxwell Hammett Green,8,0.0,15.0,0.0,0.0,0.0,43.0,30.0,24.0,42.0,29.0,1.0
MHH0180,Merrill Hiram Hess,13,0.0,6.0,3.0,0.0,30.0,19.0,41.0,35.0,10.0,29.0,9.0
MIB0904,Margaret Illana Burch,9,0.0,3.0,3.0,0.0,0.0,22.0,21.0,34.0,38.0,25.0,3.0
MIC0726,Martin Ivan Cooper,8,0.0,15.0,5.0,0.0,0.0,32.0,41.0,43.0,17.0,23.0,1.0
MIL0255,Mercedes Ina Landry,8,0.0,9.0,4.0,0.0,1.0,38.0,16.0,39.0,21.0,27.0,4.0
MIM0712,Mariko Ivana Mckee,8,0.0,1.0,3.0,0.0,1.0,16.0,15.0,39.0,23.0,22.0,4.0
MJB0588,Mikayla Jaden Barron,7,0.0,1.0,0.0,0.0,0.0,39.0,24.0,15.0,47.0,38.0,3.0
MJM0510,Macon Joseph Morrison,13,0.0,5.0,6.0,0.0,0.0,32.0,33.0,22.0,18.0,39.0,0.0
MJS0890,Mira Jamalia Snow,7,0.0,3.0,3.0,0.0,0.0,10.0,26.0,16.0,11.0,29.0,3.0
MKG0711,Myra Kay Greer,8,0.0,1.0,0.0,0.0,0.0,17.0,26.0,43.0,32.0,38.0,4.0
MKL0941,Madonna Kristen Love,8,0.0,10.0,0.0,0.0,5.0,16.0,26.0,20.0,38.0,30.0,4.0
MKP0861,Macon Kyle Pope,11,0.0,15.0,16.0,0.0,4.0,36.0,42.0,39.0,34.0,29.0,4.0
MKS0204,MacKenzie Kristen Stewart,7,0.0,13.0,3.0,0.0,7.0,21.0,30.0,21.0,16.0,31.0,4.0
MKW0441,Macy Karleigh Winters,11,30.0,3.0,3.0,5.0,0.0,15.0,25.0,45.0,20.0,34.0,2.0
MLD0755,Meredith Lunea Delaney,12,0.0,15.0,11.0,0.0,0.0,24.0,18.0,19.0,43.0,37.0,2.0
MLG0475,Melodie Lee Glenn,7,0.0,2.0,0.0,0.0,0.0,45.0,16.0,18.0,19.0,25.0,4.0
MLL0598,Marcia Lillian Lynn,7,121.0,1.0,0.0,3.0,0.0,44.0,17.0,23.0,49.0,29.0,3.0
MLM0950,Madison Lydia Morrison,16,47.0,3.0,0.0,73.0,10.0,24.0,20.0,29.0,23.0,36.0,5.0
MLP0668,Medge Liberty Petersen,8,0.0,9.0,11.0,0.0,0.0,40.0,17.0,16.0,43.0,33.0,2.0
MMB0488,Maggy Melissa Burt,7,0.0,16.0,3.0,0.0,0.0,21.0,18.0,16.0,24.0,27.0,0.0
MMG0943,MacKensie Mara Grant,8,0.0,9.0,10.0,0.0,7.0,23.0,27.0,28.0,34.0,26.0,4.0
MNC0717,Mufutau Nehru Contreras,15,0.0,2.0,0.0,0.0,0.0,30.0,37.0,22.0,22.0,34.0,8.0
MNR0829,Maryam Nelle Ruiz,7,0.0,0.0,0.0,0.0,0.0,41.0,33.0,40.0,15.0,23.0,3.0
MNS0224,Medge Nichole Sims,24,0.0,17.0,5.0,0.0,2.0,46.0,21.0,22.0,45.0,30.0,20.0
MOH0273,Macaulay Otto Hopkins,9,157.0,14.0,2.0,206.0,100.0,39.0,40.0,47.0,50.0,26.0,5.0
MOP0763,Merritt Oliver Phelps,8,0.0,3.0,0.0,0.0,0.0,43.0,41.0,22.0,20.0,33.0,0.0
MOS0047,Mariko Olga Snyder,41,82.0,15.0,16.0,56.0,2.0,49.0,39.0,24.0,34.0,23.0,28.0
MPM0220,Meghan Phoebe Macias,35,182.0,13.0,8.0,223.0,8.0,35.0,20.0,42.0,22.0,20.0,22.0
MPT0376,Meredith Pamela Tanner,15,18.0,9.0,7.0,20.0,0.0,19.0,37.0,41.0,48.0,35.0,2.0
MSD0939,Miriam Shoshana Donovan,8,0.0,17.0,6.0,0.0,2.0,24.0,37.0,15.0,42.0,31.0,4.0
MSG0839,Malcolm Sebastian Garrison,7,0.0,1.0,0.0,0.0,0.0,42.0,46.0,19.0,39.0,29.0,3.0
MSH0040,Megan Simone Hess,22,0.0,14.0,8.0,0.0,6.0,41.0,11.0,44.0,27.0,31.0,16.0
MSO0222,Medge Serina Obrien,26,0.0,11.0,0.0,0.0,3.0,32.0,12.0,39.0,46.0,28.0,22.0
MSS0001,Mona Susan Shannon,11,0.0,36.0,3.0,0.0,0.0,21.0,44.0,24.0,45.0,19.0,1.0
MSZ0310,Molly Sacha Zimmerman,8,0.0,18.0,10.0,0.0,0.0,24.0,38.0,18.0,31.0,29.0,4.0
MTB0620,Malachi Thor Butler,10,42.0,29.0,23.0,36.0,0.0,38.0,44.0,41.0,50.0,28.0,2.0
MTT0901,Mohammad Taylor Terrell,10,42.0,3.0,3.0,47.0,0.0,41.0,34.0,30.0,40.0,30.0,3.0
MVB0515,Mallory Virginia Bender,13,21.0,3.0,3.0,41.0,0.0,38.0,14.0,33.0,31.0,28.0,0.0
MVF0594,Mohammad Vladimir Farrell,7,0.0,1.0,0.0,0.0,0.0,35.0,38.0,33.0,44.0,36.0,3.0
MVH0373,Madonna Veronica Hardy,30,0.0,11.0,12.0,0.0,0.0,44.0,19.0,20.0,21.0,25.0,22.0
MYD0978,Mark Yardley Dunlap,7,0.0,11.0,4.0,0.0,0.0,39.0,32.0,36.0,13.0,32.0,4.0
NAB0801,Nelle April Bowen,7,0.0,8.0,0.0,0.0,0.0,28.0,34.0,10.0,41.0,29.0,0.0
NAB0903,Noah Andrew Beck,7,0.0,1.0,0.0,0.0,0.0,44.0,30.0,19.0,30.0,37.0,3.0
NAF0033,Nicolas Alvin Fitzpatrick,8,0.0,14.0,2.0,0.0,7.0,34.0,40.0,19.0,35.0,29.0,4.0
NAF0326,Nichole Azalia Frye,16,42.0,32.0,25.0,45.0,172.0,33.0,15.0,25.0,20.0,30.0,7.0
NAH0503,Nicole Aurelia Hanson,11,0.0,30.0,9.0,0.0,162.0,33.0,17.0,23.0,35.0,38.0,0.0
NAR0981,Nigel Addison Rios,7,0.0,16.0,11.0,0.0,2.0,39.0,39.0,16.0,50.0,36.0,4.0
NBC0412,Nyssa Britanney Carver,7,0.0,10.0,6.0,0.0,0.0,14.0,25.0,18.0,18.0,31.0,3.0
NBH0256,Nicolas Brandon Hendrix,8,0.0,14.0,8.0,0.0,2.0,41.0,43.0,14.0,21.0,22.0,4.0
NCE0097,Nehru Cyrus Everett,7,0.0,9.0,0.0,0.0,10.0,48.0,36.0,20.0,11.0,35.0,4.0
NCH0179,Nina Camille Hodges,7,0.0,11.0,9.0,0.0,11.0,17.0,12.0,40.0,17.0,25.0,7.0
NCK0295,Noble Clinton Klein,7,0.0,1.0,0.0,0.0,0.0,31.0,30.0,38.0,36.0,34.0,1.0
NCK0421,Nash Conan Knight,7,0.0,9.0,0.0,0.0,0.0,40.0,41.0,18.0,43.0,24.0,5.0
NCO0666,Nicholas Cade Owen,11,0.0,8.0,6.0,0.0,0.0,40.0,45.0,10.0,12.0,31.0,2.0
NDM0417,Noble Devin Mack,13,28.0,11.0,13.0,33.0,0.0,44.0,36.0,50.0,12.0,34.0,3.0
NGC0058,Nadine Gay Cross,11,4.0,18.0,13.0,3.0,100.0,44.0,45.0,39.0,15.0,27.0,7.0
NGF0157,Nissim Gil French,16,6.0,22.0,13.0,9.0,99.0,45.0,38.0,22.0,46.0,32.0,7.0
NGO0690,Nigel Gareth Ochoa,10,0.0,11.0,8.0,0.0,0.0,43.0,41.0,41.0,17.0,24.0,3.0
NHE0919,Nigel Harrison Estrada,9,0.0,9.0,8.0,0.0,0.0,25.0,16.0,32.0,21.0,24.0,3.0
NHH0185,Nathaniel Hunter Heath,7,0.0,2.0,0.0,0.0,1.0,41.0,43.0,19.0,21.0,33.0,7.0
NIH0969,Naida Imelda Hughes,11,0.0,1.0,0.0,0.0,1.0,43.0,25.0,43.0,22.0,22.0,4.0
NJB0243,Norman Jackson Beck,8,0.0,16.0,2.0,0.0,0.0,23.0,35.0,37.0,24.0,34.0,2.0
NJC0705,Nicolas James Cantu,8,0.0,1.0,0.0,0.0,1.0,43.0,39.0,29.0,36.0,31.0,4.0
NKH0807,Nicolas Kadeem Hayden,7,0.0,9.0,9.0,0.0,0.0,45.0,44.0,40.0,22.0,20.0,3.0
NKH0979,Nathan Kenneth Hicks,15,0.0,10.0,5.0,0.0,6.0,30.0,39.0,42.0,22.0,35.0,6.0
NKP0236,Nicholas Kato Pennington,7,6.0,11.0,2.0,8.0,0.0,45.0,41.0,19.0,40.0,31.0,2.0
NLO0131,Nevada Leilani Ortega,7,0.0,1.0,0.0,0.0,0.0,19.0,13.0,46.0,40.0,29.0,1.0
NMB0972,Naomi Meredith Baxter,8,0.0,1.0,0.0,0.0,1.0,45.0,22.0,17.0,20.0,29.0,4.0
NMC0486,Nicole Macey Craig,7,0.0,15.0,0.0,0.0,0.0,42.0,10.0,23.0,21.0,27.0,0.0
NMF0780,Noble Merrill Fuller,8,0.0,2.0,3.0,0.0,0.0,44.0,38.0,36.0,20.0,34.0,0.0
NMG0766,Nichole Melodie Gilbert,8,0.0,3.0,0.0,0.0,0.0,16.0,23.0,42.0,40.0,31.0,0.0
NMS0280,Nell Mari Schneider,9,10.0,5.0,5.0,17.0,30.0,39.0,42.0,26.0,37.0,27.0,4.0
NNA0610,Nola Nerea Ayala,8,0.0,28.0,0.0,0.0,0.0,21.0,35.0,18.0,43.0,26.0,2.0
NNS0059,Noah Nathan Shaffer,7,0.0,9.0,14.0,0.0,0.0,42.0,23.0,48.0,23.0,25.0,4.0
NOB0181,Nevada Odette Bass,19,28.0,12.0,12.0,50.0,59.0,31.0,21.0,21.0,41.0,25.0,13.0
NRD0548,Nissim Rafael Delacruz,7,0.0,9.0,0.0,0.0,0.0,41.0,37.0,41.0,15.0,31.0,2.0
NRF0137,Noel Reagan Foster,7,0.0,1.0,0.0,0.0,0.0,10.0,49.0,38.0,17.0,32.0,3.0
NRO0768,Nora Regina Oconnor,8,0.0,3.0,2.0,0.0,0.0,18.0,18.0,41.0,25.0,36.0,0.0
NSC0597,Neve Sarah Crane,7,0.0,1.0,2.0,0.0,0.0,19.0,13.0,11.0,44.0,31.0,3.0
NSS0876,Natalie Sheila Santiago,7,0.0,15.0,0.0,0.0,15.0,26.0,20.0,25.0,42.0,31.0,4.0
NUL0471,Nero Uriel Little,9,0.0,1.0,2.0,0.0,0.0,35.0,38.0,38.0,26.0,37.0,3.0
NWK0215,Noelani Wynter Kennedy,16,0.0,29.0,21.0,0.0,290.0,21.0,19.0,45.0,18.0,24.0,6.0
NWT0098,Nehru Wyatt Tate,7,32.0,14.0,5.0,9.0,7.0,35.0,39.0,26.0,36.0,33.0,4.0
OBH0499,Orson Barrett Houston,16,184.0,30.0,14.0,19.0,162.0,35.0,18.0,41.0,16.0,34.0,2.0
OCB0805,Oren Curran Brady,7,0.0,9.0,3.0,0.0,0.0,37.0,33.0,42.0,16.0,18.0,0.0
OCS0865,Oren Clinton Sharpe,10,27.0,15.0,15.0,17.0,0.0,29.0,24.0,43.0,35.0,32.0,4.0
OHC0973,Otto Hedley Chase,8,0.0,2.0,0.0,0.0,2.0,42.0,24.0,42.0,17.0,35.0,4.0
OJK0233,Octavius Judah Kirby,7,0.0,16.0,7.0,0.0,0.0,40.0,36.0,14.0,22.0,33.0,5.0
OKB0439,Oleg Kane Britt,8,0.0,13.0,13.0,0.0,0.0,41.0,42.0,30.0,25.0,27.0,1.0
OKC0107,Octavius Kelly Castaneda,7,0.0,8.0,7.0,0.0,0.0,32.0,40.0,16.0,47.0,35.0,3.0
OLB0749,Oscar Laith Berger,8,0.0,15.0,0.0,0.0,0.0,43.0,35.0,20.0,39.0,36.0,2.0
OLF0504,Oliver Logan Fowler,7,0.0,15.0,0.0,0.0,0.0,41.0,43.0,20.0,41.0,31.0,0.0
OLW0689,Owen Len Wheeler,10,26.0,9.0,6.0,25.0,0.0,22.0,25.0,40.0,35.0,27.0,3.0
OMM0944,Octavia May Maddox,8,0.0,2.0,0.0,0.0,2.0,17.0,14.0,27.0,21.0,29.0,4.0
OMS0101,Ocean Maite Summers,7,0.0,10.0,11.0,0.0,7.0,20.0,12.0,21.0,22.0,29.0,4.0
ONL0276,Octavia Nora Leblanc,7,0.0,16.0,5.0,0.0,10.0,48.0,46.0,17.0,41.0,20.0,4.0
ONW0083,Oscar Nolan Wooten,8,0.0,4.0,0.0,0.0,0.0,46.0,30.0,25.0,30.0,26.0,1.0
OQH0183,Olivia Quynn Hardy,7,0.0,5.0,0.0,0.0,3.0,34.0,38.0,18.0,33.0,23.0,7.0
ORB0473,Owen Ross Burks,7,0.0,2.0,2.0,0.0,0.0,38.0,44.0,46.0,38.0,38.0,3.0
ORG0339,Olivia Rose Galloway,7,0.0,3.0,2.0,0.0,1.0,50.0,28.0,46.0,47.0,20.0,7.0
ORM0669,Orla Ruth Mckenzie,10,0.0,9.0,6.0,0.0,0.0,44.0,39.0,28.0,39.0,36.0,1.0
OSH0655,Olympia Shafira Harrison,7,0.0,3.0,0.0,0.0,0.0,16.0,21.0,42.0,39.0,28.0,3.0
OYM0026,Orla Yolanda Middleton,7,0.0,9.0,3.0,0.0,0.0,23.0,26.0,18.0,36.0,28.0,3.0
PAD0773,Patience Audrey Douglas,14,8.0,6.0,0.0,26.0,0.0,36.0,21.0,14.0,16.0,38.0,0.0
PBP0002,Price Bevis Pittman,8,0.0,20.0,0.0,0.0,0.0,49.0,35.0,23.0,10.0,27.0,1.0
PDH0716,Phelan Dieter Hendricks,11,33.0,1.0,3.0,38.0,0.0,40.0,16.0,14.0,10.0,24.0,4.0
PDW0259,Patricia Denise Wright,12,0.0,14.0,3.0,0.0,3.0,43.0,32.0,38.0,36.0,33.0,4.0
PES0085,Patricia Emily Salazar,10,0.0,11.0,13.0,0.0,19.0,35.0,24.0,18.0,30.0,22.0,4.0
PEV0323,Plato Ethan Valdez,14,0.0,15.0,14.0,0.0,5.0,47.0,34.0,40.0,22.0,29.0,5.0
PGC0066,Prescott Giacomo Conley,7,0.0,16.0,13.0,0.0,0.0,32.0,39.0,28.0,43.0,26.0,4.0
PGH0184,Peter Gil Harrington,10,0.0,6.0,6.0,0.0,6.0,30.0,35.0,33.0,22.0,25.0,7.0
PGO0433,Pearl Georgia Owen,8,0.0,9.0,11.0,0.0,0.0,44.0,40.0,19.0,46.0,35.0,3.0
PID0426,Portia Illana David,10,0.0,9.0,9.0,0.0,0.0,43.0,19.0,39.0,44.0,23.0,4.0
PIS0522,Paula Isabelle Santiago,12,0.0,3.0,3.0,0.0,0.0,44.0,26.0,48.0,40.0,35.0,0.0
PKB0281,Preston Kennan Burns,7,0.0,8.0,0.0,0.0,0.0,39.0,12.0,44.0,26.0,25.0,3.0
PKB0429,Philip Keith Barron,8,0.0,9.0,4.0,0.0,0.0,34.0,42.0,43.0,40.0,22.0,1.0
PLH0715,Penelope Lysandra Hayes,8,0.0,2.0,0.0,0.0,0.0,42.0,37.0,19.0,37.0,29.0,4.0
PLH0862,Prescott Laith Harding,7,0.0,21.0,0.0,0.0,0.0,32.0,37.0,25.0,16.0,32.0,4.0
PMC0328,Penelope Montana Colon,11,22.0,3.0,0.0,17.0,3.0,20.0,43.0,10.0,36.0,33.0,7.0
PMJ0564,Paula Madaline Jackson,14,0.0,2.0,2.0,0.0,0.0,30.0,21.0,40.0,14.0,39.0,2.0
PMV0850,Priscilla Martha Vinson,13,14.0,1.0,0.0,5.0,0.0,23.0,39.0,12.0,42.0,23.0,7.0
PNH0761,Phelan Nissim Howell,8,6.0,6.0,2.0,73.0,0.0,36.0,49.0,27.0,32.0,30.0,0.0
PNL0301,Philip Nathan Logan,7,36.0,1.0,0.0,8.0,0.0,50.0,43.0,30.0,43.0,31.0,3.0
POB0343,Preston Odysseus Bryan,7,0.0,4.0,0.0,0.0,3.0,46.0,19.0,44.0,27.0,34.0,7.0
PPF0435,Preston Plato Fischer,8,0.0,12.0,0.0,0.0,0.0,42.0,17.0,48.0,24.0,27.0,1.0
PRM0740,Price Rashad Mullen,8,0.0,15.0,0.0,0.0,0.0,45.0,40.0,45.0,42.0,27.0,2.0
PSF0133,Piper Sasha Fuentes,7,34.0,1.0,0.0,10.0,0.0,42.0,40.0,11.0,36.0,33.0,3.0
PTH0552,Philip Travis Hartman,10,0.0,12.0,6.0,0.0,0.0,20.0,13.0,32.0,20.0,28.0,2.0
PTH0830,Peter Tad Hartman,9,0.0,2.0,0.0,0.0,10.0,43.0,44.0,42.0,43.0,34.0,4.0
QCH0110,Quinn Coby Hays,7,0.0,4.0,0.0,0.0,0.0,34.0,35.0,17.0,37.0,27.0,3.0
QJR0688,Quyn Jolie Rosario,11,18.0,10.0,4.0,12.0,0.0,19.0,18.0,22.0,26.0,35.0,3.0
QNF0205,Quentin Nolan Fitzpatrick,7,0.0,10.0,3.0,0.0,0.0,35.0,41.0,22.0,21.0,29.0,4.0
QNP0216,Quemby Nita Pollard,20,0.0,11.0,0.0,0.0,3.0,19.0,35.0,39.0,26.0,34.0,14.0
QOS0878,Quynn Odessa Sanford,16,51.0,29.0,15.0,2.0,162.0,18.0,12.0,20.0,16.0,29.0,5.0
QPM0727,Quincy Preston Moses,8,0.0,15.0,0.0,0.0,4.0,43.0,40.0,18.0,34.0,34.0,1.0
QRM0739,Quail Rana Mclean,8,129.0,15.0,10.0,162.0,0.0,33.0,11.0,26.0,29.0,30.0,1.0
QSV0778,Quintessa Shana Vance,8,0.0,3.0,0.0,0.0,0.0,17.0,23.0,36.0,35.0,33.0,0.0
RAB0589,Raymond Arsenio Blackwell,13,0.0,1.0,0.0,0.0,0.0,36.0,35.0,26.0,14.0,31.0,3.0
RAG0275,Rashad Aristotle Guerrero,7,0.0,10.0,5.0,0.0,3.0,23.0,38.0,35.0,41.0,32.0,4.0
RAH0440,Rashad August Hatfield,8,0.0,9.0,0.0,0.0,0.0,18.0,15.0,43.0,16.0,24.0,2.0
RAM0447,Ramona Alma Moses,12,0.0,2.0,2.0,0.0,10.0,35.0,12.0,23.0,45.0,39.0,4.0
RAR0725,Raphael Aristotle Ray,8,27.0,1.0,0.0,13.0,1.0,32.0,32.0,25.0,20.0,35.0,4.0
RAS0432,Robert Aristotle Stevenson,10,0.0,9.0,6.0,0.0,0.0,44.0,47.0,40.0,41.0,16.0,1.0
RAW0915,Robert Ali Webb,14,12.0,16.0,12.0,2.0,100.0,43.0,50.0,21.0,43.0,24.0,4.0
RBB0485,Raphael Benjamin Bryan,7,0.0,20.0,0.0,0.0,0.0,40.0,40.0,35.0,30.0,26.0,0.0
RCC0617,Rogan Chandler Coffey,7,0.0,15.0,0.0,0.0,2.0,33.0,50.0,13.0,12.0,27.0,1.0
RCP0785,Reed Chaim Perkins,8,0.0,3.0,0.0,0.0,0.0,42.0,38.0,43.0,30.0,32.0,0.0
RDM0115,Rina Denise Mcgee,8,0.0,12.0,7.0,0.0,21.0,42.0,17.0,39.0,15.0,30.0,4.0
RDM0150,Raven Deirdre Morrison,8,0.0,9.0,2.0,0.0,0.0,39.0,15.0,37.0,26.0,30.0,0.0
RDT0424,Rosalyn Daphne Tillman,11,16.0,13.0,14.0,15.0,1.0,38.0,44.0,19.0,34.0,28.0,6.0
RFP0380,Reuben Fulton Pugh,8,0.0,12.0,4.0,0.0,0.0,39.0,39.0,20.0,20.0,32.0,2.0
RGG0064,Riley Ginger Guy,11,0.0,15.0,17.0,0.0,10.0,36.0,19.0,20.0,42.0,34.0,4.0
RGH0728,Raymond Gray Hyde,8,0.0,16.0,6.0,0.0,1.0,19.0,20.0,37.0,18.0,29.0,1.0
RGN0408,Rhona Germane Nelson,7,0.0,10.0,15.0,0.0,0.0,11.0,21.0,22.0,22.0,32.0,5.0
RHC0335,Roth Hu Conner,7,0.0,3.0,0.0,0.0,2.0,36.0,35.0,40.0,46.0,25.0,7.0
RHL0992,Rachel Hermione Le,12,32.0,9.0,10.0,13.0,0.0,36.0,10.0,39.0,37.0,36.0,5.0
RHO0732,Risa Hillary Obrien,15,32.0,20.0,14.0,22.0,0.0,20.0,10.0,21.0,19.0,34.0,0.0
RHP0484,Randall Hashim Palmer,10,0.0,16.0,2.0,0.0,0.0,35.0,37.0,24.0,16.0,31.0,0.0
RHY0079,Rose Hanae Yates,7,0.0,18.0,3.0,0.0,0.0,20.0,19.0,14.0,21.0,26.0,3.0
RIH0777,Renee Ivana Hayden,8,0.0,3.0,2.0,0.0,0.0,26.0,44.0,19.0,16.0,27.0,0.0
RJB0088,Roary Jane Barrett,8,0.0,9.0,0.0,0.0,6.0,20.0,42.0,37.0,45.0,24.0,4.0
RJM0381,Rogan Judah Mcintyre,8,0.0,11.0,22.0,0.0,0.0,41.0,47.0,44.0,41.0,25.0,2.0
RKD0604,Rebecca Kelsie Daugherty,8,0.0,15.0,2.0,0.0,0.0,17.0,46.0,36.0,38.0,31.0,2.0
RKF0164,Ryan Kelly Frost,8,0.0,9.0,4.0,0.0,11.0,40.0,42.0,17.0,18.0,42.0,4.0
RLB0719,Risa Laura Bolton,8,0.0,1.0,3.0,0.0,0.0,14.0,18.0,15.0,40.0,35.0,4.0
RLG0856,Risa Lana Guthrie,11,18.0,15.0,7.0,3.0,7.0,18.0,36.0,42.0,18.0,26.0,4.0
RMS0266,Roth Mannix Simon,8,0.0,10.0,0.0,0.0,5.0,33.0,40.0,25.0,23.0,37.0,4.0
RMW0542,Rae Melissa Wilson,7,28.0,9.0,0.0,20.0,0.0,17.0,21.0,20.0,13.0,41.0,4.0
RNF0765,Ria Neve Flores,8,0.0,3.0,0.0,0.0,0.0,41.0,22.0,37.0,41.0,25.0,0.0
RNL0695,Reece Nicolas Lopez,11,0.0,9.0,3.0,0.0,0.0,47.0,41.0,44.0,19.0,36.0,3.0
RNP0211,Rowan Neve Parks,10,46.0,18.0,23.0,66.0,17.0,39.0,15.0,25.0,40.0,30.0,4.0
ROB0272,Raymond Otto Bond,7,0.0,17.0,0.0,0.0,12.0,39.0,45.0,23.0,41.0,34.0,4.0
RRA0938,Rogan Reuben Alexander,11,0.0,9.0,7.0,0.0,13.0,35.0,36.0,21.0,38.0,29.0,4.0
RRC0553,Raya Regan Church,14,25.0,18.0,3.0,181.0,95.0,40.0,14.0,24.0,38.0,29.0,4.0
RRP0568,Rhonda Rhona Parsons,9,12.0,9.0,3.0,29.0,0.0,43.0,50.0,38.0,18.0,33.0,3.0
RSC0089,Robert Samuel Chen,13,122.0,17.0,18.0,17.0,5.0,41.0,26.0,35.0,21.0,29.0,4.0
RSM0277,Roanna Sacha Monroe,15,12.0,11.0,7.0,0.0,0.0,37.0,38.0,20.0,50.0,22.0,8.0
RTO0313,Raymond Tate Osborne,14,0.0,26.0,18.0,0.0,3.0,44.0,45.0,25.0,17.0,27.0,6.0
RUM0880,Roary Ursa Massey,11,34.0,18.0,16.0,32.0,1.0,40.0,37.0,17.0,38.0,26.0,4.0
RVC0232,Rama Vielka Clayton,7,0.0,10.0,6.0,0.0,0.0,34.0,20.0,47.0,38.0,25.0,4.0
RVF0201,Reuben Victor Freeman,9,22.0,12.0,9.0,3.0,0.0,36.0,32.0,38.0,29.0,28.0,4.0
RYB0718,Ruth Yael Burris,8,0.0,2.0,0.0,0.0,0.0,19.0,18.0,42.0,13.0,21.0,4.0
RZC0746,Robert Zeus Cox,17,0.0,30.0,17.0,0.0,324.0,15.0,38.0,33.0,43.0,26.0,4.0
SAA0999,Shelly Audra Ayala,10,128.0,9.0,8.0,168.0,0.0,20.0,17.0,34.0,11.0,36.0,3.0
SAB0781,Serina Ariana Butler,12,14.0,3.0,3.0,50.0,0.0,36.0,35.0,24.0,30.0,28.0,0.0
SAC0592,Serina Amena Chavez,9,0.0,2.0,2.0,0.0,0.0,24.0,18.0,23.0,42.0,26.0,3.0
SAC0687,Samantha Audrey Curtis,7,0.0,9.0,3.0,0.0,0.0,20.0,49.0,37.0,19.0,22.0,3.0
SAH0599,Sylvia Ariana Head,7,0.0,1.0,2.0,0.0,0.0,13.0,22.0,44.0,18.0,22.0,3.0
SAK0375,Sonia Anne Kirkland,40,0.0,11.0,6.0,0.0,0.0,16.0,20.0,27.0,16.0,31.0,28.0
SAP0867,Sawyer Arden Puckett,7,0.0,15.0,0.0,0.0,9.0,13.0,25.0,43.0,19.0,30.0,5.0
SAT0194,Sawyer Abel Turner,7,0.0,14.0,4.0,0.0,0.0,14.0,19.0,36.0,23.0,35.0,3.0
SBD0913,Sandra Beverly Diaz,8,0.0,3.0,2.0,0.0,0.0,45.0,16.0,19.0,19.0,42.0,4.0
SBH0537,Stephanie Briar Harrington,11,12.0,16.0,13.0,27.0,0.0,34.0,21.0,14.0,13.0,33.0,2.0
SBK0161,Sharon Britanni Kerr,11,0.0,18.0,11.0,0.0,0.0,14.0,27.0,23.0,41.0,39.0,3.0
SBN0495,Sonya Beatrice Nichols,7,0.0,28.0,16.0,0.0,0.0,39.0,22.0,43.0,24.0,21.0,0.0
SBN0866,Salvador Byron Norton,7,11.0,17.0,15.0,76.0,4.0,41.0,34.0,41.0,24.0,22.0,4.0
SBN0971,Selma Barbara Nicholson,10,8.0,2.0,0.0,13.0,12.0,41.0,40.0,17.0,47.0,30.0,5.0
SBQ0786,Sasha Britanney Quinn,7,0.0,3.0,8.0,0.0,0.0,41.0,17.0,19.0,44.0,34.0,0.0
SCB0534,Sophia Cora Battle,8,0.0,3.0,0.0,0.0,0.0,20.0,18.0,35.0,22.0,29.0,0.0
SCF0608,Shana Callie Ferguson,7,0.0,16.0,4.0,0.0,0.0,35.0,18.0,42.0,42.0,36.0,2.0
SCP0130,Shannon Chantale Price,9,34.0,3.0,2.0,23.0,0.0,42.0,18.0,35.0,32.0,24.0,1.0
SDB0106,Stewart Dale Berger,10,0.0,9.0,12.0,0.0,0.0,35.0,46.0,26.0,27.0,37.0,3.0
SDF0017,Skyler Deborah Frazier,7,0.0,11.0,3.0,0.0,0.0,11.0,40.0,39.0,18.0,30.0,3.0
SDO0170,Samson Denton Oconnor,11,0.0,16.0,11.0,0.0,7.0,35.0,47.0,22.0,45.0,26.0,4.0
SED0886,Shelley Eleanor Dawson,14,0.0,3.0,2.0,0.0,0.0,22.0,18.0,18.0,35.0,28.0,3.0
SEJ0677,Samuel Eden James,8,0.0,9.0,0.0,0.0,0.0,44.0,39.0,23.0,36.0,25.0,2.0
SER0165,Stephanie Eliana Rasmussen,7,0.0,11.0,0.0,0.0,5.0,20.0,15.0,24.0,17.0,27.0,7.0
SES0477,Sebastian Elliott Sexton,10,0.0,18.0,14.0,0.0,0.0,38.0,40.0,13.0,39.0,29.0,0.0
SGB0140,Scott Gary Burks,15,0.0,1.0,1.0,0.0,0.0,50.0,45.0,40.0,16.0,24.0,3.0
SGG0787,Sara Gail George,10,0.0,23.0,30.0,0.0,0.0,14.0,27.0,10.0,20.0,31.0,3.0
SGM0021,Sybill Grace Mckay,11,50.0,11.0,5.0,62.0,14.0,41.0,12.0,26.0,41.0,33.0,4.0
SGS0268,Sylvester Guy Sanders,7,0.0,9.0,3.0,0.0,8.0,47.0,45.0,30.0,19.0,22.0,4.0
SHR0334,Salvador Herman Raymond,7,0.0,3.0,0.0,0.0,2.0,36.0,41.0,45.0,19.0,31.0,7.0
SHW0578,Seth Harlan Walls,7,0.0,1.0,0.0,0.0,0.0,39.0,42.0,14.0,49.0,31.0,3.0
